,Date,Rainfall_Castel_del_Piano,Rainfall_Abbadia_S_Salvatore,Rainfall_S_Fiora,Rainfall_Laghetto_Verde,Rainfall_Vetta_Amiata,Depth_to_Groundwater_S_Fiora_8,Depth_to_Groundwater_S_Fiora_11bis,Depth_to_Groundwater_David_Lazzaretti,Temperature_Abbadia_S_Salvatore,Temperature_S_Fiora,Temperature_Laghetto_Verde,Flow_Rate_Bugnano,Flow_Rate_Arbure,Flow_Rate_Ermicciolo,Flow_Rate_Galleria_Alta
319,2017-02-11,0.0,0.0,0.0,0.2,0.0,-37.92,-51.58,-302.84,6.55,5.05,4.85,-0.374897959,-2.747691327,-5.164719388,-24.03214286
320,2017-02-12,0.0,0.0,0.0,0.2,0.0,-37.93,-51.58,-302.84,7.85,7.9,6.35,-0.356153061,-2.61030676,-4.9064834180000005,-22.83053571
321,2017-02-13,0.0,0.0,0.0,0.0,0.0,-37.93,-51.59,-302.86,7.25,5.7,5.5,-0.374897959,-2.747691327,-5.164719388,-24.03214286
322,2017-02-14,0.0,0.0,0.0,0.2,0.0,-37.94,-51.59,-302.86,5.45,4.7,4.45,-0.374897959,-2.747691327,-5.164719388,-24.03214286
323,2017-02-15,0.0,0.0,0.0,0.0,0.0,-37.95,-51.6,-302.87,6.6,4.15,5.15,-0.374897959,-2.747691327,-5.164719388,-24.03214286
324,2017-02-16,0.0,0.0,0.0,0.0,0.0,-37.95,-51.6,-302.92,8.05,5.75,5.55,-0.374897959,-2.747691327,-5.164719388,-24.03214286
325,2017-02-17,0.0,0.0,0.0,0.2,0.0,-37.95,-51.6,-303.01,7.8,7.05,6.4,-0.374897959,-2.747691327,-5.164719388,-24.03214286
326,2017-02-18,8.0,5.6,3.8,4.2,5.2,-37.96,-51.6,-303.1,4.6,5.6,4.35,-0.374897959,-2.747691327,-5.164719388,-24.03214286
327,2017-02-19,0.0,0.0,0.0,0.0,0.4,-37.96,-51.61,-303.12,4.2,3.45,3.7,-0.356153061,-2.61030676,-4.9064834180000005,-22.83053571
328,2017-02-20,0.0,0.0,0.0,0.0,0.0,-37.96,-51.61,-303.16,4.1,2.5,2.6,-0.374897959,-2.747691327,-5.164719388,-24.03214286
329,2017-02-21,0.0,0.0,0.0,0.4,0.6,-37.97,-51.61,-303.2,5.95,4.0,4.3,-0.374897959,-2.747691327,-5.164719388,-24.03214286
330,2017-02-22,0.0,0.0,0.0,0.0,0.0,-37.97,-51.61,-303.24,4.75,3.55,2.7,-0.374897959,-2.747691327,-5.164719388,-24.03214286
331,2017-02-23,0.0,0.4,0.6,0.8,0.0,-37.98,-51.62,-303.29,7.5,7.5,5.9,-0.374897959,-2.747691327,-5.164719388,-24.03214286
332,2017-02-24,0.4,1.8,2.8,2.6,0.4,-37.98,-51.62,-303.38,7.25,7.45,6.95,-0.374897959,-2.747691327,-5.164719388,-24.03214286
333,2017-02-25,12.4,17.8,15.2,18.2,17.8,-37.98,-51.62,-303.41,4.65,5.35,4.25,-0.374897959,-2.747691327,-5.164719388,-24.03214286
334,2017-05-07,6.0,10.7,4.8,12.4,9.0,-38.25,-51.82,-305.66,11.8,9.95,10.95,-0.285500538,-1.9717709680000002,-4.124977437,-19.76153226
335,2017-05-08,0.0,1.8,0.0,1.2,3.0,-38.26,-51.82,-305.69,13.0,10.75,11.95,-0.300526882,-2.075548387,-4.342081512,-20.8016129
336,2017-05-09,1.0,0.6,11.6,1.4,0.8,-38.26,-51.83,-305.73,11.1,10.8,10.85,-0.300526882,-2.075548387,-4.342081512,-20.8016129
337,2017-05-10,1.2,3.8,1.6,5.0,10.4,-38.27,-51.83,-305.75,12.15,11.1,10.25,-0.300526882,-2.075548387,-4.342081512,-20.8016129
338,2017-05-11,0.0,0.0,0.0,0.0,0.0,-38.27,-51.83,-305.8,15.35,15.05,14.0,-0.300526882,-2.075548387,-4.342081512,-20.8016129
339,2017-05-12,0.0,0.0,0.0,0.2,0.2,-38.27,-51.84,-305.82,14.75,13.8,14.25,-0.300526882,-2.075548387,-4.342081512,-20.8016129
340,2018-06-30,0.0,0.0,0.0,0.0,0.0,-39.48,-52.71,-312.87,22.35,20.4,21.0,-0.313097222,-2.271482759,-4.360233333,-19.47221111
341,2018-07-01,0.0,0.0,0.0,0.0,0.0,-39.48,-52.71,-312.86,22.1,19.4,20.7,-0.284325806,-2.6458909680000002,-4.299541012,-17.09802289
342,2018-07-02,0.0,0.0,0.0,0.0,0.0,-39.48,-52.71,-312.85,21.4,19.55,19.95,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
343,2018-07-03,0.0,0.0,0.0,0.0,0.0,-39.48,-52.71,-312.84,21.3,19.8,19.75,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
344,2018-07-04,0.0,0.0,0.2,0.2,0.4,-39.48,-52.71,-312.83,21.8,20.4,20.7,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
345,2018-07-05,0.0,0.0,0.0,0.0,0.0,-39.48,-52.71,-312.84,21.7,18.9,19.65,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
346,2018-07-06,0.0,0.0,0.2,0.0,0.0,-39.48,-52.71,-312.86,20.9,20.85,19.75,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
347,2018-07-07,0.0,0.0,0.0,0.2,0.0,-39.49,-52.71,-312.85,20.45,19.05,19.75,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
348,2018-07-08,1.4,3.8,0.6,2.6,1.4,-39.49,-52.71,-312.85,20.75,19.65,19.2,-0.284325806,-2.6458909680000002,-4.299541012,-17.09802289
349,2018-07-09,0.0,0.0,0.0,0.0,0.4,-39.49,-52.72,-312.85,20.45,19.35,19.35,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
350,2018-07-10,0.0,0.0,0.0,0.0,0.0,-39.49,-52.72,-312.87,21.65,18.95,19.75,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
351,2018-07-11,0.0,0.0,0.0,0.0,0.0,-39.49,-52.72,-312.89,21.05,19.9,19.9,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
352,2018-07-12,0.0,0.0,0.0,0.0,0.0,-39.49,-52.72,-312.87,20.8,19.5,19.9,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
353,2018-07-13,0.0,0.0,0.0,0.0,0.0,-39.5,-52.72,-312.85,21.65,19.75,20.35,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
354,2018-07-14,0.0,0.0,0.0,0.0,0.0,-39.5,-52.72,-312.86,23.85,20.95,21.55,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
355,2018-07-15,0.0,0.0,0.0,0.0,0.0,-39.5,-52.72,-312.88,23.8,21.05,22.5,-0.284325806,-2.6458909680000002,-4.299541012,-17.09802289
356,2018-07-16,0.0,0.0,0.0,0.0,0.0,-39.5,-52.72,-312.9,20.65,19.0,19.8,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
357,2018-07-17,45.6,32.8,54.2,35.2,11.0,-39.49,-52.72,-312.93,19.0,19.65,19.1,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
358,2018-07-18,0.0,2.0,0.0,1.4,1.2,-39.49,-52.72,-312.89,22.55,19.85,20.65,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
359,2018-07-19,0.0,0.0,0.0,0.0,0.0,-39.5,-52.72,-312.9,22.65,19.75,20.9,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
360,2018-07-20,0.0,0.0,0.0,0.0,0.0,-39.5,-52.72,-312.91,23.15,20.05,20.9,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
361,2018-07-21,0.0,0.0,0.0,0.0,0.0,-39.5,-52.72,-312.93,21.35,19.3,19.4,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
362,2018-07-22,0.0,0.0,0.2,0.2,0.4,-39.5,-52.72,-312.95,21.4,19.5,19.2,-0.284325806,-2.6458909680000002,-4.299541012,-17.09802289
363,2018-07-23,0.4,0.8,1.0,0.8,1.4,-39.5,-52.73,-312.96,18.75,19.0,18.45,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
364,2018-07-24,0.2,0.0,0.0,0.0,0.2,-39.51,-52.73,-312.94,21.8,20.0,21.6,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
365,2018-07-25,0.0,0.0,0.0,0.0,0.0,-39.51,-52.73,-312.95,23.4,21.55,21.9,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
366,2018-07-26,0.0,0.6,0.0,0.0,0.0,-39.51,-52.73,-312.95,22.9,20.8,21.45,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
367,2018-07-27,0.0,3.1,0.0,4.0,1.4,-39.51,-52.73,-312.95,22.8,20.7,20.65,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
368,2018-07-28,0.0,0.0,0.0,0.0,0.0,-39.51,-52.73,-312.96,22.55,21.15,20.8,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
369,2018-07-29,0.0,0.0,0.0,0.0,0.0,-39.52,-52.73,-312.95,23.25,22.35,22.95,-0.284325806,-2.6458909680000002,-4.299541012,-17.09802289
370,2018-07-30,0.0,0.0,0.0,0.0,0.2,-39.52,-52.74,-312.95,25.7,23.5,24.15,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
371,2018-07-31,2.2,0.0,0.0,0.0,0.0,-39.52,-52.74,-312.95,25.4,23.35,23.95,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
372,2018-08-01,0.0,0.0,0.0,0.0,0.0,-39.52,-52.74,-312.95,26.1,23.8,24.0,0.0,0.0,-4.480930038,-18.69546306
373,2018-08-02,0.0,0.0,0.0,0.0,0.0,-39.52,-52.74,-312.95,26.15,23.55,23.95,0.0,0.0,-4.480930038,-18.69546306
374,2018-08-03,0.0,0.4,0.0,0.0,0.6,-39.52,-52.74,-312.98,22.75,21.75,22.25,0.0,0.0,-4.480930038,-18.69546306
375,2018-08-04,0.4,0.0,3.8,0.0,1.0,-39.53,-52.74,-312.99,24.1,22.0,22.85,0.0,0.0,-4.480930038,-18.69546306
376,2018-08-05,11.4,4.0,1.4,2.8,3.0,-39.53,-52.74,-312.99,24.2,22.5,22.85,0.0,0.0,-4.256883536,-17.76068991
377,2018-08-06,0.0,0.0,0.0,0.2,0.2,-39.53,-52.74,-312.99,24.75,22.5,23.35,0.0,0.0,-4.480930038,-18.69546306
378,2018-08-07,0.0,0.0,0.0,0.0,0.0,-39.53,-52.74,-313.0,23.95,21.85,22.15,0.0,0.0,-4.480930038,-18.69546306
379,2018-08-08,1.8,15.5,0.4,7.6,7.2,-39.53,-52.74,-313.01,21.55,20.95,21.35,0.0,0.0,-4.480930038,-18.69546306
380,2018-08-09,0.0,48.1,2.6,53.6,10.6,-39.53,-52.74,-313.0,22.05,21.0,20.7,0.0,0.0,-4.480930038,-18.69546306
381,2018-08-10,24.4,1.6,20.4,2.8,0.4,-39.53,-52.74,-312.99,22.95,20.3,21.55,0.0,0.0,-4.480930038,-18.69546306
382,2018-08-23,0.4,0.4,9.0,2.4,1.4,-39.53,-52.75,-313.13,23.0,20.45,20.75,0.0,0.0,-4.480930038,-18.69546306
383,2018-08-24,34.4,0.2,5.6,0.0,1.0,-39.53,-52.75,-313.16,22.2,19.3,20.1,0.0,0.0,-4.480930038,-18.69546306
384,2018-08-25,0.0,0.0,0.0,0.8,0.0,-39.54,-52.75,-313.19,20.9,19.2,18.9,0.0,0.0,-4.480930038,-18.69546306
385,2018-08-26,0.0,0.2,0.6,0.6,0.4,-39.54,-52.75,-313.21,15.4,15.65,15.5,0.0,0.0,-4.256883536,-17.76068991
386,2018-08-27,0.0,0.2,0.0,0.6,0.4,-39.54,-52.75,-313.17,14.95,14.85,15.2,0.0,0.0,-4.480930038,-18.69546306
387,2018-08-28,0.0,0.0,0.0,0.0,0.0,-39.54,-52.75,-313.15,19.05,17.4,18.5,0.0,0.0,-4.480930038,-18.69546306
388,2018-08-29,0.0,0.0,0.0,0.0,0.0,-39.54,-52.75,-313.15,20.8,18.0,19.1,0.0,0.0,-4.480930038,-18.69546306
389,2018-08-30,0.0,0.0,0.0,0.0,0.0,-39.55,-52.76,-313.16,21.0,18.55,18.95,0.0,0.0,-4.480930038,-18.69546306
390,2018-08-31,0.0,0.0,0.0,0.0,0.0,-39.55,-52.76,-313.18,19.35,19.1,17.65,0.0,0.0,-4.480930038,-18.69546306
391,2018-09-01,0.0,0.0,0.0,0.4,0.4,-39.55,-52.76,-313.21,16.5,17.35,15.6,-0.306254902,-2.740745098,-5.052939221,-19.241
392,2018-09-02,0.0,16.1,4.0,20.0,7.8,-39.55,-52.76,-313.21,15.05,14.95,14.5,-0.290942157,-2.603707843,-4.80029226,-18.27895
393,2018-09-03,0.2,2.2,0.8,2.4,1.0,-39.55,-52.76,-313.22,16.0,14.75,14.75,-0.306254902,-2.740745098,-5.052939221,-19.241
394,2018-09-04,0.6,0.6,3.2,0.2,0.4,-39.55,-52.76,-313.22,17.85,16.4,16.2,-0.306254902,-2.740745098,-5.052939221,-19.241
395,2018-09-05,0.0,0.0,0.2,0.2,0.2,-39.55,-52.76,-313.22,17.9,17.1,16.9,-0.306254902,-2.740745098,-5.052939221,-19.241
396,2018-09-06,0.0,0.0,0.0,0.4,0.2,-39.55,-52.76,-313.25,19.25,17.8,18.45,-0.306254902,-2.740745098,-5.052939221,-19.241
397,2018-09-07,0.0,0.4,0.2,0.2,0.0,-39.55,-52.76,-313.26,18.65,18.15,18.2,-0.306254902,-2.740745098,-5.052939221,-19.241
398,2018-09-08,0.0,0.0,0.2,0.0,0.2,-39.56,-52.76,-313.23,18.85,18.6,17.6,-0.306254902,-2.740745098,-5.052939221,-19.241
399,2018-09-09,0.0,0.0,0.2,0.0,0.4,-39.56,-52.76,-313.21,20.0,18.3,19.15,-0.290942157,-2.603707843,-4.80029226,-18.27895
400,2018-09-10,0.0,0.0,0.0,0.0,0.0,-39.56,-52.76,-313.21,21.35,18.75,19.75,-0.306254902,-2.740745098,-5.052939221,-19.241
401,2018-09-11,0.0,0.0,0.2,0.0,0.0,-39.56,-52.77,-313.2,22.45,19.4,20.05,-0.306254902,-2.740745098,-5.052939221,-19.241
402,2018-09-12,0.0,0.0,0.0,0.0,0.0,-39.56,-52.77,-313.22,22.4,13.55,20.6,-0.306254902,-2.740745098,-5.052939221,-19.241
403,2018-09-13,0.0,0.0,0.0,0.0,0.0,-39.56,-52.76,-313.29,18.8,17.85,17.6,-0.306254902,-2.740745098,-5.052939221,-19.241
404,2018-09-14,0.0,0.0,0.0,0.0,0.0,-39.56,-52.77,-313.31,19.5,18.3,18.35,-0.306254902,-2.740745098,-5.052939221,-19.241
405,2018-09-15,0.0,0.0,0.0,0.0,0.0,-39.56,-52.77,-313.29,20.4,17.95,19.05,-0.306254902,-2.740745098,-5.052939221,-19.241
406,2018-09-16,0.0,0.0,0.0,1.2,0.4,-39.56,-52.77,-313.28,20.95,18.1,19.15,-0.290942157,-2.603707843,-4.80029226,-18.27895
407,2018-09-17,0.0,0.0,1.0,1.0,0.6,-39.56,-52.77,-313.3,19.95,18.05,18.1,-0.306254902,-2.740745098,-5.052939221,-19.241
408,2018-09-18,1.6,7.3,0.2,6.6,1.4,-39.56,-52.77,-313.32,18.3,18.5,17.7,-0.306254902,-2.740745098,-5.052939221,-19.241
409,2018-09-19,0.0,17.0,1.4,21.0,5.2,-39.56,-52.77,-313.34,19.3,18.2,18.15,-0.306254902,-2.740745098,-5.052939221,-19.241
410,2018-09-20,0.8,3.0,0.2,1.0,0.6,-39.56,-52.77,-313.36,18.95,18.75,18.1,-0.306254902,-2.740745098,-5.052939221,-19.241
411,2018-09-21,0.0,0.0,0.2,0.4,0.0,-39.57,-52.77,-313.38,20.5,18.2,18.55,-0.306254902,-2.740745098,-5.052939221,-19.241
412,2018-09-22,0.0,0.4,0.2,0.2,0.0,-39.57,-52.77,-313.38,19.65,18.1,18.25,-0.306254902,-2.740745098,-5.052939221,-19.241
413,2018-09-23,0.0,0.0,0.0,0.0,0.0,-39.57,-52.77,-313.38,18.95,17.75,16.7,-0.290942157,-2.603707843,-4.80029226,-18.27895
414,2018-09-24,0.0,0.0,0.0,0.0,0.2,-39.57,-52.77,-313.42,17.9,18.65,17.75,-0.306254902,-2.740745098,-5.052939221,-19.241
415,2018-09-25,0.0,0.0,0.0,0.0,0.0,-39.57,-52.77,-313.38,11.6,12.5,11.6,-0.306254902,-2.740745098,-5.052939221,-19.241
416,2018-09-26,0.0,0.0,0.0,0.0,0.0,-39.57,-52.77,-313.35,10.3,10.55,9.55,-0.306254902,-2.740745098,-5.052939221,-19.241
417,2018-09-27,0.2,0.0,0.0,0.0,0.0,-39.57,-52.77,-313.38,15.15,13.55,13.15,-0.306254902,-2.740745098,-5.052939221,-19.241
418,2018-09-28,0.0,0.0,0.0,0.0,0.0,-39.57,-52.77,-313.47,17.05,15.2,15.55,-0.306254902,-2.740745098,-5.052939221,-19.241
419,2018-09-29,0.0,0.0,0.0,0.0,0.0,-39.57,-52.77,-313.5,17.55,15.6,16.4,-0.306254902,-2.740745098,-5.052939221,-19.241
420,2018-09-30,0.0,0.0,0.0,0.0,0.0,-39.57,-52.77,-313.5,16.05,14.35,14.85,-0.290942157,-2.603707843,-4.80029226,-18.27895
421,2018-10-01,0.0,0.0,0.0,0.0,0.0,-39.57,-52.77,-313.58,15.7,14.15,14.6,-0.315067638,-2.170738814,-4.907252862,-18.63759625
422,2018-10-02,2.6,2.4,3.8,2.6,5.0,-39.57,-52.77,-313.57,11.75,11.9,11.05,-0.315067638,-2.170738814,-4.907252862,-18.63759625
423,2018-10-03,0.2,0.6,0.2,0.6,0.8,-39.57,-52.77,-313.52,13.95,12.95,13.15,-0.315067638,-2.170738814,-4.907252862,-18.63759625
424,2018-10-04,0.0,0.0,0.0,0.0,0.0,-39.58,-52.77,-313.51,15.25,15.55,14.6,-0.315067638,-2.170738814,-4.907252862,-18.63759625
425,2018-10-05,0.0,0.0,0.0,0.2,0.0,-39.58,-52.77,-313.53,14.0,13.9,13.25,-0.315067638,-2.170738814,-4.907252862,-18.63759625
426,2018-10-06,5.0,6.0,5.8,7.2,6.2,-39.58,-52.77,-313.58,12.35,13.1,12.55,-0.315067638,-2.170738814,-4.907252862,-18.63759625
427,2018-10-07,5.4,18.6,11.0,23.0,7.6,-39.57,-52.77,-313.6,14.7,14.2,13.55,-0.299314256,-2.0622018730000002,-4.661890219,-17.70571644
428,2018-10-08,0.0,0.0,0.2,0.0,0.2,-39.57,-52.77,-313.57,14.9,14.55,13.8,-0.315067638,-2.170738814,-4.907252862,-18.63759625
429,2018-10-09,0.0,0.0,0.2,0.2,0.2,-39.58,-52.77,-313.57,14.8,13.55,13.55,-0.315067638,-2.170738814,-4.907252862,-18.63759625
430,2018-10-10,0.0,0.0,0.2,0.4,0.4,-39.58,-52.77,-313.58,15.55,14.25,14.6,-0.315067638,-2.170738814,-4.907252862,-18.63759625
431,2018-10-11,0.6,0.0,0.6,0.0,0.4,-39.58,-52.77,-313.59,15.05,14.0,13.6,-0.315067638,-2.170738814,-4.907252862,-18.63759625
432,2018-10-12,0.0,0.2,0.2,0.6,0.6,-39.58,-52.77,-313.58,15.6,14.0,14.6,-0.315067638,-2.170738814,-4.907252862,-18.63759625
433,2018-10-13,0.0,0.0,0.0,0.2,0.0,-39.58,-52.77,-313.6,15.1,13.9,13.45,-0.315067638,-2.170738814,-4.907252862,-18.63759625
434,2018-10-14,0.0,0.0,0.2,0.0,0.0,-39.58,-52.77,-313.64,15.35,12.95,13.75,-0.299314256,-2.0622018730000002,-4.661890219,-17.70571644
435,2018-10-15,0.0,0.0,5.2,0.0,1.0,-39.59,-52.78,-313.68,14.6,13.25,13.8,-0.315067638,-2.170738814,-4.907252862,-18.63759625
436,2018-10-16,0.0,0.0,0.0,0.0,0.0,-39.59,-52.78,-313.68,15.0,13.8,13.75,-0.315067638,-2.170738814,-4.907252862,-18.63759625
437,2018-10-17,0.8,0.6,1.4,0.8,0.8,-39.59,-52.78,-313.7,16.2,15.2,15.2,-0.315067638,-2.170738814,-4.907252862,-18.63759625
438,2018-10-18,0.0,0.6,0.2,0.8,1.0,-39.59,-52.78,-313.73,15.55,15.35,15.3,-0.315067638,-2.170738814,-4.907252862,-18.63759625
439,2018-10-19,0.0,0.0,0.2,0.2,0.2,-39.59,-52.78,-313.72,15.45,14.35,14.4,-0.315067638,-2.170738814,-4.907252862,-18.63759625
440,2018-10-20,0.0,0.0,0.2,0.0,0.0,-39.59,-52.78,-313.7,14.85,14.35,14.15,-0.315067638,-2.170738814,-4.907252862,-18.63759625
441,2018-10-21,0.0,0.0,0.0,0.0,0.0,-39.59,-52.78,-313.74,12.2,12.25,12.35,-0.299314256,-2.0622018730000002,-4.661890219,-17.70571644
442,2018-10-22,0.0,1.6,0.0,0.8,0.4,-39.59,-52.78,-313.79,7.05,7.8,6.95,-0.315067638,-2.170738814,-4.907252862,-18.63759625
443,2018-10-23,0.0,0.0,0.0,0.0,0.0,-39.59,-52.78,-313.77,10.75,10.65,10.8,-0.315067638,-2.170738814,-4.907252862,-18.63759625
444,2018-10-24,0.0,0.0,0.4,0.0,0.0,-39.6,-52.78,-313.81,15.35,13.5,13.6,-0.315067638,-2.170738814,-4.907252862,-18.63759625
445,2018-10-25,0.0,0.0,0.0,0.0,0.0,-39.6,-52.78,-313.8,14.9,12.95,14.7,-0.315067638,-2.170738814,-4.907252862,-18.63759625
446,2018-10-26,0.0,0.0,0.2,0.2,0.2,-39.6,-52.78,-313.88,13.25,13.95,13.4,-0.315067638,-2.170738814,-4.907252862,-18.63759625
447,2018-10-27,0.0,2.2,1.4,2.2,2.8,-39.6,-52.78,-313.96,14.55,14.3,13.9,-0.315067638,-2.170738814,-4.907252862,-18.63759625
448,2018-10-28,5.2,33.2,9.4,34.6,19.0,-39.59,-52.78,-314.03,13.2,13.7,13.2,-0.299314256,-2.0622018730000002,-4.661890219,-17.70571644
449,2018-10-29,32.2,44.8,31.8,47.4,29.0,-39.58,-52.77,-314.07,11.2,11.95,11.35,-0.315067638,-2.170738814,-4.907252862,-18.63759625
450,2018-10-30,34.6,46.3,23.8,40.8,15.6,-39.58,-52.77,-313.99,7.7,8.4,7.65,-0.315067638,-2.170738814,-4.907252862,-18.63759625
451,2018-10-31,0.2,0.2,2.2,0.0,1.0,-39.59,-52.77,-313.91,9.75,8.8,8.55,-0.315067638,-2.170738814,-4.907252862,-18.63759625
452,2018-11-01,40.4,39.2,44.0,41.0,28.4,-39.58,-52.77,-313.93,11.25,11.9,11.05,-0.327333333,-2.072166667,-4.96163295,-19.17146667
453,2018-11-02,2.2,23.7,5.8,26.0,7.6,-39.58,-52.77,-313.94,11.85,12.25,11.7,-0.327333333,-2.072166667,-4.96163295,-19.17146667
454,2018-11-03,2.2,2.8,1.6,3.6,3.6,-39.58,-52.77,-313.94,14.2,15.35,13.15,-0.327333333,-2.072166667,-4.96163295,-19.17146667
455,2018-11-04,0.0,0.0,0.2,0.2,0.2,-39.59,-52.78,-313.99,11.55,12.9,11.05,-0.310966667,-1.968558333,-4.713551303,-18.21289333
456,2018-11-05,1.8,2.6,1.8,2.6,2.0,-39.59,-52.78,-314.0,10.95,11.85,10.6,-0.327333333,-2.072166667,-4.96163295,-19.17146667
457,2018-11-06,4.0,11.6,13.2,13.2,9.4,-39.59,-52.78,-313.98,11.2,11.75,11.15,-0.327333333,-2.072166667,-4.96163295,-19.17146667
458,2018-11-07,21.0,10.0,31.6,8.6,5.2,-39.58,-52.77,-313.98,9.7,8.5,9.7,-0.327333333,-2.072166667,-4.96163295,-19.17146667
459,2018-11-08,1.2,0.4,2.2,0.8,1.2,-39.58,-52.77,-313.95,10.0,9.2,9.0,-0.327333333,-2.072166667,-4.96163295,-19.17146667
460,2018-11-09,0.0,0.0,0.0,0.4,0.2,-39.59,-52.78,-313.98,10.05,8.9,9.25,-0.327333333,-2.072166667,-4.96163295,-19.17146667
461,2018-11-10,0.0,0.0,0.0,0.2,0.2,-39.59,-52.78,-314.0,10.55,10.0,9.75,-0.327333333,-2.072166667,-4.96163295,-19.17146667
462,2018-11-11,0.0,0.0,0.0,0.4,0.4,-39.59,-52.78,-313.98,11.5,9.8,10.45,-0.310966667,-1.968558333,-4.713551303,-18.21289333
463,2018-11-12,0.0,0.0,0.2,0.4,0.0,-39.6,-52.78,-313.93,11.45,10.9,10.75,-0.327333333,-2.072166667,-4.96163295,-19.17146667
464,2018-11-13,0.0,0.0,0.2,0.0,0.0,-39.6,-52.78,-313.93,11.0,9.2,9.45,-0.327333333,-2.072166667,-4.96163295,-19.17146667
465,2018-11-14,0.2,0.0,0.2,0.0,0.0,-39.6,-52.79,-313.96,10.75,9.1,9.7,-0.327333333,-2.072166667,-4.96163295,-19.17146667
466,2018-11-15,0.0,0.2,0.0,0.4,0.0,-39.6,-52.79,-314.01,9.75,8.45,8.3,-0.327333333,-2.072166667,-4.96163295,-19.17146667
467,2018-11-16,0.0,0.0,0.0,0.0,0.0,-39.6,-52.79,-314.05,6.55,6.75,6.15,-0.327333333,-2.072166667,-4.96163295,-19.17146667
468,2018-11-17,0.0,0.0,0.0,0.0,0.0,-39.61,-52.79,-314.08,4.75,6.3,4.45,-0.327333333,-2.072166667,-4.96163295,-19.17146667
469,2018-11-18,0.0,0.0,0.2,0.0,0.0,-39.6,-52.79,-314.14,2.4,3.4,1.95,-0.310966667,-1.968558333,-4.713551303,-18.21289333
470,2018-11-19,0.0,0.0,0.0,0.0,0.0,-39.6,-52.79,-314.23,2.8,1.45,1.55,-0.327333333,-2.072166667,-4.96163295,-19.17146667
471,2018-11-20,16.8,30.7,24.8,29.8,6.2,-39.6,-52.78,-314.27,6.35,6.9,6.3,-0.327333333,-2.072166667,-4.96163295,-19.17146667
472,2018-11-21,25.2,38.6,34.2,38.8,5.8,-39.59,-52.78,-314.17,5.45,5.05,5.2,-0.327333333,-2.072166667,-4.96163295,-19.17146667
473,2018-11-22,3.0,4.6,5.4,5.0,2.2,-39.59,-52.78,-314.12,8.35,8.1,7.45,-0.327333333,-2.072166667,-4.96163295,-19.17146667
474,2018-11-23,6.2,9.4,10.4,11.0,3.4,-39.59,-52.78,-314.11,9.0,7.55,7.5,-0.327333333,-2.072166667,-4.96163295,-19.17146667
475,2018-11-24,3.0,7.8,10.0,8.4,5.2,-39.58,-52.77,-314.17,10.3,10.65,9.75,-0.327333333,-2.072166667,-4.96163295,-19.17146667
476,2018-11-25,4.0,13.4,13.0,15.2,8.2,-39.57,-52.76,-314.26,8.1,7.35,7.15,-0.310966667,-1.968558333,-4.713551303,-18.21289333
477,2018-11-26,17.8,30.2,19.0,32.0,12.2,-39.56,-52.76,-314.32,5.95,5.7,5.05,-0.327333333,-2.072166667,-4.96163295,-19.17146667
478,2018-11-27,0.2,1.2,0.0,1.2,1.6,-39.56,-52.76,-314.3,5.05,5.0,4.9,-0.327333333,-2.072166667,-4.96163295,-19.17146667
479,2018-11-28,0.0,0.4,0.0,0.4,0.2,-39.56,-52.76,-314.21,3.35,2.85,3.25,-0.327333333,-2.072166667,-4.96163295,-19.17146667
480,2018-11-29,0.0,0.0,0.0,0.0,0.0,-39.56,-52.76,-314.14,5.3,4.9,4.65,-0.327333333,-2.072166667,-4.96163295,-19.17146667
481,2018-11-30,0.0,0.0,0.0,0.0,0.0,-39.57,-52.77,-314.17,4.9,3.6,3.9,-0.327333333,-2.072166667,-4.96163295,-19.17146667
482,2018-12-04,0.0,0.4,0.0,0.8,0.8,-39.58,-52.78,-314.2,10.75,8.85,9.25,0.0,0.0,-4.662372529,-18.51197711
